CustomerID,Product,Category,Quantity,Price,Date
1002,T-shirt,Fashion,3,700,2024-06-19
1051,Laptop,Electronics,2,55000,2024-06-28
1009,Tablet,Electronics,1,15000,2024-01-25
1003,T-shirt,Fashion,4,700,2024-05-17
1066,Backpack,Accessories,4,1200,2024-01-29
1099,Watch,Accessories,4,2500,2024-03-21
1089,Tablet,Electronics,1,15000,2024-02-03
1093,Watch,Accessories,3,2500,2024-01-09
1041,T-shirt,Fashion,1,700,2024-04-29
1036,Shoes,Fashion,3,3000,2024-02-25
1010,Watch,Accessories,2,2500,2024-06-25
1069,Mouse,Electronics,3,500,2024-02-26
1033,Mobile,Electronics,1,20000,2024-01-20
1041,T-shirt,Fashion,3,700,2024-06-24
1075,Keyboard,Electronics,3,1200,2024-04-16
1075,Mouse,Electronics,3,500,2024-03-22
1083,Backpack,Accessories,5,1200,2024-03-25
1052,Keyboard,Electronics,2,1200,2024-04-15
1084,Laptop,Electronics,3,55000,2024-06-08
1089,Shoes,Fashion,2,3000,2024-01-19
1074,Keyboard,Electronics,4,1200,2024-03-23
1060,Mouse,Electronics,5,500,2024-06-26
1039,Mobile,Electronics,3,20000,2024-04-08
1099,Mouse,Electronics,3,500,2024-06-12
1072,Watch,Accessories,3,2500,2024-06-13
1078,Shoes,Fashion,5,3000,2024-01-21
1031,T-shirt,Fashion,1,700,2024-01-23
1013,Headphones,Electronics,2,1500,2024-02-05
1081,Mobile,Electronics,4,20000,2024-06-12
1039,Headphones,Electronics,1,1500,2024-01-17
1000,Mobile,Electronics,2,20000,2024-03-18
1073,Watch,Accessories,2,2500,2024-02-21
1040,Shoes,Fashion,1,3000,2024-03-31
1031,Shoes,Fashion,4,3000,2024-04-24
1095,Keyboard,Electronics,2,1200,2024-04-09
1096,Watch,Accessories,1,2500,2024-04-28
1030,Mouse,Electronics,3,500,2024-02-19
1032,Mobile,Electronics,2,20000,2024-05-20
1086,Shoes,Fashion,4,3000,2024-02-24
1015,Mouse,Electronics,1,500,2024-02-11
1066,Headphones,Electronics,5,1500,2024-05-03
1085,Mouse,Electronics,3,500,2024-06-21
1062,Watch,Accessories,4,2500,2024-05-12
1090,Headphones,Electronics,5,1500,2024-04-19
1012,Tablet,Electronics,3,15000,2024-02-15
1075,Keyboard,Electronics,5,1200,2024-05-03
1081,Backpack,Accessories,2,1200,2024-06-25
1010,Keyboard,Electronics,3,1200,2024-03-27
1070,Headphones,Electronics,1,1500,2024-03-27
1055,Backpack,Accessories,3,1200,2024-03-26
1087,Tablet,Electronics,3,15000,2024-06-22
1056,Mobile,Electronics,5,20000,2024-06-16
1075,T-shirt,Fashion,2,700,2024-05-31
1059,Headphones,Electronics,3,1500,2024-06-20
1008,Headphones,Electronics,2,1500,2024-04-02
1086,Laptop,Electronics,5,55000,2024-06-21
1005,Backpack,Accessories,3,1200,2024-06-10
1061,Laptop,Electronics,3,55000,2024-03-15
1016,Mouse,Electronics,5,500,2024-04-22
1043,T-shirt,Fashion,1,700,2024-02-03
1023,Keyboard,Electronics,2,1200,2024-03-21
1080,Watch,Accessories,5,2500,2024-01-25
1008,Laptop,Electronics,5,55000,2024-06-04
1065,T-shirt,Fashion,5,700,2024-06-19
1013,Headphones,Electronics,3,1500,2024-03-02
1018,Backpack,Accessories,1,1200,2024-02-29
1020,Headphones,Electronics,1,1500,2024-05-31
1055,Mobile,Electronics,5,20000,2024-03-27
1005,Headphones,Electronics,2,1500,2024-04-02
1023,Mouse,Electronics,5,500,2024-03-23
1022,T-shirt,Fashion,2,700,2024-06-12
1038,Mobile,Electronics,1,20000,2024-01-13
1096,Mouse,Electronics,3,500,2024-03-22
1024,Mobile,Electronics,2,20000,2024-06-04
1024,Mobile,Electronics,3,20000,2024-04-22
1056,Mobile,Electronics,2,20000,2024-02-20
1004,Keyboard,Electronics,5,1200,2024-04-22
1095,Laptop,Electronics,2,55000,2024-05-24
1079,Mouse,Electronics,1,500,2024-05-03
1016,Mobile,Electronics,1,20000,2024-04-01
1048,Mobile,Electronics,5,20000,2024-06-05
1094,Tablet,Electronics,4,15000,2024-02-19
1055,Headphones,Electronics,2,1500,2024-03-22
1086,Watch,Accessories,1,2500,2024-03-01
1078,Mouse,Electronics,5,500,2024-06-14
1085,Watch,Accessories,5,2500,2024-01-06
1090,Mouse,Electronics,1,500,2024-03-08
1086,T-shirt,Fashion,3,700,2024-03-24
1046,Mouse,Electronics,5,500,2024-06-13
1021,T-shirt,Fashion,3,700,2024-01-11
1038,Watch,Accessories,5,2500,2024-06-06
1008,Tablet,Electronics,5,15000,2024-02-09
1081,Headphones,Electronics,2,1500,2024-04-08
1040,Laptop,Electronics,5,55000,2024-01-24
1055,Backpack,Accessories,5,1200,2024-02-02
1054,Backpack,Accessories,1,1200,2024-03-08
1018,Backpack,Accessories,5,1200,2024-04-20
1010,Tablet,Electronics,1,15000,2024-02-13
1046,T-shirt,Fashion,3,700,2024-02-21
1010,Shoes,Fashion,2,3000,2024-02-16
1081,Shoes,Fashion,1,3000,2024-06-09
1049,Headphones,Electronics,5,1500,2024-04-07
1085,Laptop,Electronics,3,55000,2024-03-09
1048,Laptop,Electronics,4,55000,2024-06-24
1021,T-shirt,Fashion,1,700,2024-05-17
1060,Watch,Accessories,1,2500,2024-01-30
1019,Laptop,Electronics,5,55000,2024-03-15
1048,Laptop,Electronics,2,55000,2024-04-24
1088,Mouse,Electronics,3,500,2024-04-06
1047,Shoes,Fashion,1,3000,2024-06-26
1086,Mouse,Electronics,4,500,2024-05-07
1004,Shoes,Fashion,1,3000,2024-04-02
1037,Headphones,Electronics,5,1500,2024-03-25
1083,Tablet,Electronics,3,15000,2024-02-04
1033,Laptop,Electronics,3,55000,2024-01-19
1044,Backpack,Accessories,3,1200,2024-06-17
1076,Mobile,Electronics,1,20000,2024-05-04
1090,Headphones,Electronics,1,1500,2024-02-12
1010,Backpack,Accessories,1,1200,2024-04-05
1032,Mouse,Electronics,2,500,2024-03-21
1005,Headphones,Electronics,3,1500,2024-01-13
1017,T-shirt,Fashion,5,700,2024-02-29
1016,Headphones,Electronics,2,1500,2024-06-04
1016,Laptop,Electronics,1,55000,2024-01-02
1092,Mouse,Electronics,2,500,2024-03-26
1076,Laptop,Electronics,5,55000,2024-06-04
1007,T-shirt,Fashion,2,700,2024-05-29
1094,Keyboard,Electronics,3,1200,2024-05-31
1052,T-shirt,Fashion,3,700,2024-05-25
1081,Shoes,Fashion,4,3000,2024-01-07
1019,Keyboard,Electronics,4,1200,2024-03-26
1021,Backpack,Accessories,3,1200,2024-01-25
1083,Keyboard,Electronics,1,1200,2024-05-26
1019,Mouse,Electronics,3,500,2024-04-06
1085,Laptop,Electronics,3,55000,2024-06-07
1082,Backpack,Accessories,5,1200,2024-03-21
1065,Laptop,Electronics,1,55000,2024-01-05
1066,Tablet,Electronics,3,15000,2024-03-23
1090,Mobile,Electronics,1,20000,2024-01-21
1077,Mobile,Electronics,1,20000,2024-06-10
1084,Laptop,Electronics,1,55000,2024-04-10
1079,Tablet,Electronics,5,15000,2024-04-09
1024,Mouse,Electronics,5,500,2024-03-07
1074,Headphones,Electronics,1,1500,2024-06-28
1040,Mobile,Electronics,5,20000,2024-01-10
1046,Laptop,Electronics,3,55000,2024-05-09
1026,Keyboard,Electronics,1,1200,2024-04-06
1010,Headphones,Electronics,1,1500,2024-06-23
1071,Watch,Accessories,2,2500,2024-02-18
1038,Laptop,Electronics,1,55000,2024-03-29
1078,Shoes,Fashion,1,3000,2024-05-23
1082,Laptop,Electronics,3,55000,2024-03-02
1037,Keyboard,Electronics,4,1200,2024-03-07
1000,Mobile,Electronics,1,20000,2024-03-24
1098,Mobile,Electronics,3,20000,2024-03-08
1067,Headphones,Electronics,4,1500,2024-06-10
1058,Backpack,Accessories,2,1200,2024-02-16
1022,Mouse,Electronics,3,500,2024-01-06
1051,Mouse,Electronics,2,500,2024-06-19
1036,Backpack,Accessories,2,1200,2024-01-21
1028,Backpack,Accessories,2,1200,2024-06-17
1009,Mouse,Electronics,5,500,2024-05-12
1061,Headphones,Electronics,1,1500,2024-03-17
1045,Tablet,Electronics,5,15000,2024-04-10
1050,Tablet,Electronics,3,15000,2024-05-14
1079,Mobile,Electronics,2,20000,2024-06-25
1064,Backpack,Accessories,4,1200,2024-02-12
1033,Keyboard,Electronics,4,1200,2024-01-23
1063,Laptop,Electronics,1,55000,2024-05-14
1038,Mobile,Electronics,5,20000,2024-05-23
1011,Shoes,Fashion,4,3000,2024-06-28
1085,Backpack,Accessories,5,1200,2024-03-24
1026,Laptop,Electronics,4,55000,2024-03-21
1037,T-shirt,Fashion,4,700,2024-05-18
1001,T-shirt,Fashion,3,700,2024-05-08
1094,Shoes,Fashion,2,3000,2024-02-07
1048,Mouse,Electronics,2,500,2024-03-13
1047,Laptop,Electronics,1,55000,2024-06-10
1098,T-shirt,Fashion,5,700,2024-04-29
1066,Mobile,Electronics,1,20000,2024-02-23
1009,Mobile,Electronics,4,20000,2024-01-05
1062,Keyboard,Electronics,4,1200,2024-05-12
1074,Mouse,Electronics,4,500,2024-04-11
1035,Keyboard,Electronics,2,1200,2024-01-26
1076,Laptop,Electronics,1,55000,2024-06-22
1067,Shoes,Fashion,3,3000,2024-01-30
1034,Mobile,Electronics,2,20000,2024-06-28
1074,Tablet,Electronics,5,15000,2024-06-28
1007,Headphones,Electronics,1,1500,2024-02-08
1078,T-shirt,Fashion,2,700,2024-06-12
1099,Watch,Accessories,3,2500,2024-01-31
1073,Headphones,Electronics,2,1500,2024-02-05
1071,Keyboard,Electronics,5,1200,2024-05-04
1018,Watch,Accessories,2,2500,2024-02-24
1050,Mobile,Electronics,1,20000,2024-01-17
1025,T-shirt,Fashion,3,700,2024-03-23
1086,Mouse,Electronics,5,500,2024-01-19
1017,Mobile,Electronics,1,20000,2024-02-28
1096,Mouse,Electronics,2,500,2024-05-07
1024,Tablet,Electronics,2,15000,2024-04-09
1083,Headphones,Electronics,4,1500,2024-03-12
1053,Watch,Accessories,3,2500,2024-01-12
1033,Headphones,Electronics,3,1500,2024-04-06
1005,Laptop,Electronics,2,55000,2024-06-22
1098,Tablet,Electronics,1,15000,2024-02-08
1021,Backpack,Accessories,1,1200,2024-06-10
1016,T-shirt,Fashion,3,700,2024-02-07
1035,Laptop,Electronics,4,55000,2024-02-07
1041,Mobile,Electronics,1,20000,2024-04-22
1043,Shoes,Fashion,2,3000,2024-06-28
1094,Mouse,Electronics,2,500,2024-06-28
1087,Mouse,Electronics,4,500,2024-04-25
1022,Mouse,Electronics,2,500,2024-01-18
1000,Watch,Accessories,3,2500,2024-02-10
1035,Laptop,Electronics,1,55000,2024-04-29
1069,Watch,Accessories,1,2500,2024-06-17
1001,Tablet,Electronics,5,15000,2024-04-16
1085,Mouse,Electronics,5,500,2024-06-24
1014,Tablet,Electronics,3,15000,2024-03-23
1010,Mobile,Electronics,3,20000,2024-01-18
1059,Laptop,Electronics,5,55000,2024-03-05
1096,Mouse,Electronics,1,500,2024-06-23
1026,T-shirt,Fashion,5,700,2024-05-19
1019,Tablet,Electronics,2,15000,2024-01-13
1079,T-shirt,Fashion,4,700,2024-02-17
1043,Laptop,Electronics,1,55000,2024-01-02
1009,Mobile,Electronics,3,20000,2024-04-01
1075,Mobile,Electronics,1,20000,2024-05-06
1037,Mobile,Electronics,5,20000,2024-06-03
1096,Laptop,Electronics,4,55000,2024-02-15
1058,Laptop,Electronics,2,55000,2024-03-26
1057,Headphones,Electronics,5,1500,2024-05-08
1086,Keyboard,Electronics,4,1200,2024-01-08
1036,Laptop,Electronics,3,55000,2024-01-12
1033,Shoes,Fashion,3,3000,2024-01-26
1001,Keyboard,Electronics,2,1200,2024-01-08
1057,T-shirt,Fashion,5,700,2024-01-25
1025,Mobile,Electronics,5,20000,2024-03-05
1065,Headphones,Electronics,1,1500,2024-03-10
1048,Watch,Accessories,3,2500,2024-06-22
1068,Shoes,Fashion,2,3000,2024-01-07
1012,Watch,Accessories,5,2500,2024-04-07
1022,Backpack,Accessories,5,1200,2024-06-03
1044,Shoes,Fashion,5,3000,2024-01-26
1038,Headphones,Electronics,5,1500,2024-05-29
1078,Backpack,Accessories,2,1200,2024-02-22
1030,Mobile,Electronics,3,20000,2024-06-16
1051,Shoes,Fashion,5,3000,2024-03-10
1005,Laptop,Electronics,1,55000,2024-01-07
1097,Mobile,Electronics,1,20000,2024-02-20
1010,Mouse,Electronics,1,500,2024-03-22
1007,Tablet,Electronics,3,15000,2024-04-20
1067,T-shirt,Fashion,5,700,2024-04-02
1025,Tablet,Electronics,3,15000,2024-04-15
1091,T-shirt,Fashion,2,700,2024-02-24
1004,Tablet,Electronics,2,15000,2024-06-24
1007,Headphones,Electronics,1,1500,2024-06-03
1067,Laptop,Electronics,3,55000,2024-02-14
1058,Laptop,Electronics,5,55000,2024-05-04
1078,Mouse,Electronics,5,500,2024-03-02
1098,Keyboard,Electronics,4,1200,2024-03-06
1020,Mobile,Electronics,3,20000,2024-05-25
1095,Backpack,Accessories,4,1200,2024-05-05
1050,Shoes,Fashion,2,3000,2024-03-27
1002,Laptop,Electronics,5,55000,2024-03-20
1036,Headphones,Electronics,2,1500,2024-02-21
1059,T-shirt,Fashion,3,700,2024-05-06
1023,Keyboard,Electronics,1,1200,2024-06-21
1095,Backpack,Accessories,1,1200,2024-01-29
1004,Tablet,Electronics,4,15000,2024-05-31
1013,Shoes,Fashion,4,3000,2024-06-16
1016,Headphones,Electronics,3,1500,2024-02-21
1004,Mobile,Electronics,5,20000,2024-03-12
1077,Watch,Accessories,4,2500,2024-04-20
1017,Keyboard,Electronics,4,1200,2024-03-20
1037,Watch,Accessories,4,2500,2024-02-04
1005,T-shirt,Fashion,5,700,2024-01-15
1012,Tablet,Electronics,3,15000,2024-06-06
1032,Watch,Accessories,3,2500,2024-01-18
1035,Backpack,Accessories,5,1200,2024-06-06
1084,Headphones,Electronics,4,1500,2024-06-07
1080,Tablet,Electronics,3,15000,2024-06-11
1061,Watch,Accessories,5,2500,2024-04-16
1034,Keyboard,Electronics,2,1200,2024-02-08
1034,Mouse,Electronics,4,500,2024-06-22
1009,Watch,Accessories,4,2500,2024-02-01
1015,Headphones,Electronics,1,1500,2024-03-05
1076,Backpack,Accessories,5,1200,2024-05-14
1049,T-shirt,Fashion,1,700,2024-04-15
1011,Headphones,Electronics,3,1500,2024-04-27
1060,Mouse,Electronics,3,500,2024-02-09
1095,Mobile,Electronics,4,20000,2024-06-28
1020,Watch,Accessories,1,2500,2024-03-29
1053,Laptop,Electronics,5,55000,2024-02-11
1077,Mobile,Electronics,4,20000,2024-01-31
1098,Mouse,Electronics,3,500,2024-04-28
1022,Keyboard,Electronics,1,1200,2024-06-12
1024,Keyboard,Electronics,2,1200,2024-03-08
1087,Watch,Accessories,2,2500,2024-03-03
1041,Shoes,Fashion,4,3000,2024-01-15
1052,T-shirt,Fashion,5,700,2024-03-31
1018,Headphones,Electronics,5,1500,2024-03-12
1069,Tablet,Electronics,4,15000,2024-04-01
1001,Shoes,Fashion,3,3000,2024-03-05
1075,T-shirt,Fashion,3,700,2024-04-10
1028,Mouse,Electronics,5,500,2024-03-10
1054,Mouse,Electronics,4,500,2024-02-13
1053,Keyboard,Electronics,3,1200,2024-01-24
1071,T-shirt,Fashion,1,700,2024-04-23
1072,Tablet,Electronics,4,15000,2024-03-29
1006,Keyboard,Electronics,3,1200,2024-06-14
1050,Watch,Accessories,5,2500,2024-01-07
1022,Tablet,Electronics,1,15000,2024-04-02
1029,T-shirt,Fashion,5,700,2024-04-26
1079,Keyboard,Electronics,3,1200,2024-01-28
1077,Watch,Accessories,5,2500,2024-03-19
1036,Watch,Accessories,3,2500,2024-05-04
1003,Keyboard,Electronics,3,1200,2024-02-16
1000,Watch,Accessories,4,2500,2024-01-27
1016,T-shirt,Fashion,1,700,2024-01-25
1085,Laptop,Electronics,5,55000,2024-02-23
1013,Mouse,Electronics,1,500,2024-03-06
1047,Headphones,Electronics,2,1500,2024-02-03
1068,Mouse,Electronics,2,500,2024-01-15
1013,Shoes,Fashion,4,3000,2024-04-06
1024,T-shirt,Fashion,2,700,2024-04-07
1027,Mouse,Electronics,2,500,2024-03-26
1023,T-shirt,Fashion,2,700,2024-02-10
1026,Headphones,Electronics,2,1500,2024-02-26
1070,Shoes,Fashion,2,3000,2024-05-29
1089,T-shirt,Fashion,1,700,2024-06-23
1056,Keyboard,Electronics,3,1200,2024-06-04
1012,Mobile,Electronics,3,20000,2024-05-13
1001,T-shirt,Fashion,2,700,2024-01-19
1060,T-shirt,Fashion,2,700,2024-02-27
1051,Headphones,Electronics,3,1500,2024-03-26
1096,Tablet,Electronics,4,15000,2024-04-15
1066,Mobile,Electronics,1,20000,2024-01-23
1067,Keyboard,Electronics,3,1200,2024-01-13
1070,Watch,Accessories,4,2500,2024-05-07
1045,Watch,Accessories,4,2500,2024-03-06
1028,Mouse,Electronics,1,500,2024-05-04
1010,Headphones,Electronics,3,1500,2024-02-10
1037,Watch,Accessories,2,2500,2024-05-17
1048,Laptop,Electronics,2,55000,2024-01-22
1016,Tablet,Electronics,1,15000,2024-02-10
1085,T-shirt,Fashion,4,700,2024-02-14
1029,Mouse,Electronics,5,500,2024-04-18
1056,Laptop,Electronics,5,55000,2024-06-24
1045,T-shirt,Fashion,4,700,2024-06-04
1012,Mouse,Electronics,3,500,2024-05-19
1049,Mouse,Electronics,5,500,2024-02-13
1017,Backpack,Accessories,3,1200,2024-05-13
1070,Tablet,Electronics,2,15000,2024-06-20
1052,Shoes,Fashion,3,3000,2024-02-28
1041,Laptop,Electronics,2,55000,2024-06-18
1059,Tablet,Electronics,5,15000,2024-01-06
1000,Tablet,Electronics,4,15000,2024-04-21
1024,Mobile,Electronics,5,20000,2024-05-06
1062,Laptop,Electronics,1,55000,2024-01-09
1098,Laptop,Electronics,5,55000,2024-06-01
1080,Mouse,Electronics,5,500,2024-06-20
1029,Mobile,Electronics,4,20000,2024-04-13
1051,T-shirt,Fashion,1,700,2024-06-13
1017,Mouse,Electronics,4,500,2024-06-07
1086,Keyboard,Electronics,5,1200,2024-06-26
1067,Tablet,Electronics,3,15000,2024-04-08
1074,Mouse,Electronics,2,500,2024-02-22
1030,Keyboard,Electronics,5,1200,2024-06-14
1043,Keyboard,Electronics,4,1200,2024-06-17
1081,Backpack,Accessories,5,1200,2024-05-26
1088,T-shirt,Fashion,5,700,2024-03-08
1087,Headphones,Electronics,1,1500,2024-01-27
1014,Shoes,Fashion,2,3000,2024-03-26
1067,Headphones,Electronics,1,1500,2024-01-31
1040,Mouse,Electronics,4,500,2024-01-23
1051,T-shirt,Fashion,3,700,2024-03-30
1025,Mobile,Electronics,3,20000,2024-06-14
1043,Backpack,Accessories,5,1200,2024-04-29
1015,Headphones,Electronics,1,1500,2024-05-13
1068,Headphones,Electronics,1,1500,2024-05-16
1002,Laptop,Electronics,5,55000,2024-02-29
1017,Watch,Accessories,3,2500,2024-04-12
1089,Tablet,Electronics,3,15000,2024-01-05
1063,Watch,Accessories,5,2500,2024-05-31
1093,Watch,Accessories,1,2500,2024-04-22
1059,T-shirt,Fashion,2,700,2024-04-30
1056,Backpack,Accessories,3,1200,2024-05-24
1094,Backpack,Accessories,5,1200,2024-02-27
1045,Mobile,Electronics,3,20000,2024-01-28
1083,Mouse,Electronics,5,500,2024-06-17
1070,Laptop,Electronics,3,55000,2024-03-05
1094,Mouse,Electronics,5,500,2024-06-02
1045,Mouse,Electronics,3,500,2024-02-04
1073,Mobile,Electronics,2,20000,2024-03-08
1090,Backpack,Accessories,2,1200,2024-05-27
1004,Tablet,Electronics,3,15000,2024-03-19
1037,Mouse,Electronics,4,500,2024-06-03
1065,Watch,Accessories,4,2500,2024-01-14
1088,Backpack,Accessories,3,1200,2024-03-03
1018,T-shirt,Fashion,2,700,2024-05-29
1002,Backpack,Accessories,5,1200,2024-03-05
1067,Tablet,Electronics,4,15000,2024-02-17
1049,Mobile,Electronics,4,20000,2024-05-22
1031,Laptop,Electronics,2,55000,2024-02-21
1096,Tablet,Electronics,4,15000,2024-04-22
1062,Shoes,Fashion,5,3000,2024-04-19
1016,Tablet,Electronics,2,15000,2024-01-14
1027,Mobile,Electronics,4,20000,2024-01-04
1087,Tablet,Electronics,1,15000,2024-03-10
1010,Keyboard,Electronics,4,1200,2024-04-11
1034,Headphones,Electronics,5,1500,2024-06-07
1066,Tablet,Electronics,2,15000,2024-04-12
1058,Keyboard,Electronics,2,1200,2024-04-07
1040,Mouse,Electronics,5,500,2024-05-02
1042,Laptop,Electronics,4,55000,2024-03-26
1064,Backpack,Accessories,1,1200,2024-03-25
1046,Mouse,Electronics,4,500,2024-05-18
1020,Headphones,Electronics,4,1500,2024-06-14
1010,Keyboard,Electronics,4,1200,2024-04-26
1095,Watch,Accessories,1,2500,2024-06-02
1083,Mouse,Electronics,5,500,2024-05-02
1026,Backpack,Accessories,5,1200,2024-05-02
1055,Backpack,Accessories,5,1200,2024-05-12
1076,Tablet,Electronics,5,15000,2024-03-08
1037,Shoes,Fashion,2,3000,2024-05-17
1047,Shoes,Fashion,5,3000,2024-01-12
1087,T-shirt,Fashion,1,700,2024-03-08
1013,Laptop,Electronics,5,55000,2024-05-23
1091,Shoes,Fashion,1,3000,2024-02-19
